Name,Website,Type,Parent Company,Country HQ,DT Only?,# DT deals in portfolio,Size of current DT fund(s),Date of current DT fund(s),Pre-seed,Seed,Series A,Series B+,Min ticket,Max ticket,Europe,Israel,USA,Canada,Asia,Worldwide,Other,Aerospace,AI/ML,Electronics,Industry 4.0 / Robotics,Energy,Materials,Healthtech,Biotech,Food & Ag,Cleantech,Mobility,Specific or additional focus,linkedin-private-codex,linkedin-private-claude
Capital 2B,https://www.capital2b.com,VC,,India,Yes,10+,$80M,"Jul , 1905",X,X,X,,$200K,$3M,,,,,,,India,X,X,X,X,,X,X,X,,X,,,,
Capital Energy Quantum,https://www.capitalenergy-quantum.com/,CVC,Capital Energy,Spain,No,--,€20M,"Jul , 1905",,x,x,x,,,Spain,,,,,,,,,,,x,,,,,,,,,
Capital Medica Ventures,https://capimedi.com/cmv/#top,VC,,Japan,Yes,5+,--,--,,,x,x,,,,,,,Japan,,,,,,,,,x,x,,,,,,
Capital Nature,https://www.capitalnature.com/,VC,,Israel,Yes,10+,--,--,,x,,,,,,x,,,,,,,,,,x,,,,,x,x,Renewable energy related,,
CapitalT,https://www.capitaltvc.com/,VC,,Netherlands,No,,€40M,Feb. 2020,,x,x,,,,x,,,,,,,,x,,,,,,,,,,Software,,
Capnamic,https://capnamic.com/,VC,,Germany,No,,€115M,"Jun , 2017",,x,x,x,,,"Germany, Austria, Switzeland",,,,,,,,x,,,,,x,,,,x,"Analytics, Data, Marketplaces, IoT","https://www.linkedin.com/in/horneber, https://www.linkedin.com/in/christian-knott-711a2696, https://www.linkedin.com/in/christian-siegele-557171, https://www.linkedin.com/in/dr-nils-eiteneyer, https://www.linkedin.com/in/frederik-von-bossel, https://www.linkedin.com/in/geraldine-hake-781427117, https://www.linkedin.com/in/jason-gr%C3%BCninger-526308151, https://www.linkedin.com/in/joerg1, https://www.linkedin.com/in/leonkayser7, https://www.linkedin.com/in/marei-v-f%C3%BCrstenberg-61745b141, https://www.linkedin.com/in/markusmerz, https://www.linkedin.com/in/nathalie-koenig-b705a930, https://www.linkedin.com/in/niklas-raberg-480aa8129, https://www.linkedin.com/in/olafjacobi, https://www.linkedin.com/in/ronja-gantzke-840650217, https://www.linkedin.com/in/verena-b%C3%B6sterling-b1442066","https://www.linkedin.com/in/horneber, https://www.linkedin.com/in/christian-knott-711a2696, https://www.linkedin.com/in/christian-siegele-557171, https://www.linkedin.com/in/dr-nils-eiteneyer, https://www.linkedin.com/in/frederik-von-bossel"
Capria Ventures,https://capria.vc/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capricorn,https://capricornllc.com/,VC,,USA,No,,$88M,"Oct , 2019",,,x,x,,,x,x,x,x,x,x,,,x,,x,x,,x,,,x,x,Sustainable outcomes,,
Capricorn Partners,www.capricorn.be,VC,,Belgium,No,10+,€138M,"Jun , 2019",,x,x,x,€750K,€2.5M,x,,x,x,,,,,x,,x,,x,x,,x,x,,"Data-driven companies (Digital Growth Fund) - novel feedstock, innovative and sustainable processes, better functional materials, food & feed products, fibers and jet fuels (Sustainable Chemistry Fund)",,
Capricorn Partners,https://capricorn.be/en,VC,,Belgium,Yes,,€51M,Jan 2025,,X,X,X,€1M,€5M,X,,,,,,,,,,,,,X,,,,,,,
Captii Ventures,https://captii.vc/,VC,,Malaysia,No,,--,--,,x,,,,,,,,,SE Asia,,,,x,,,,,,,,,,"Consumer, Enterprise",,
Carbon Ventures,https://www.carbonventures.vc/,VC,,USA,No,,--,--,,x,,,,,,,x,,,,,,,,,x,,,,x,x,,,"https://www.linkedin.com/in/garyragusa, https://www.linkedin.com/in/jason-cahill-0271b012, https://www.linkedin.com/in/katherine-zamsky",
Carbon13,https://carbonthirteen.com/,VC/Venture builder,,UK,No,10+,€30M,"Jan , 2024",x,x,,,,,UK,,,,,,,,,,,x,x,,x,x,x,,"Net zero, carbon capture",,
Cardumen Capital,https://www.cardumencapital.com/venture-capital,VC,,Israel,No,5+,€50M,"Jul , 2018",,x,,,,,,x,,,,,,,x,x,x,,,,,,,,,"https://www.linkedin.com/in/albertocriadom, https://www.linkedin.com/in/arturomartineznavarro, https://www.linkedin.com/in/carla-calvi%C3%B1oromeo, https://www.linkedin.com/in/diego-l%C3%B3pez-ulloa-3302571ba, https://www.linkedin.com/in/enrique-burguillos-6a5a44143, https://www.linkedin.com/in/ernesto-gomez-luengo-de-la-puente, https://www.linkedin.com/in/ignacio-garcia-perez, https://www.linkedin.com/in/jorgerodriguezordonez, https://www.linkedin.com/in/juanvidri, https://www.linkedin.com/in/karin-yaacobi-235731185, https://www.linkedin.com/in/marina-lantseva-a2050a10, https://www.linkedin.com/in/mateo-moreno-beltr%C3%A1n-5a2394220, https://www.linkedin.com/in/noa-shamay-3953a5175, https://www.linkedin.com/in/patricia-de-esteban-belzuz, https://www.linkedin.com/in/paula-berm%C3%BAdez-de-castro-arce, https://www.linkedin.com/in/roc%C3%ADo-boza-l%C3%B3pez-8b509984, https://www.linkedin.com/in/hsien-wen-stan-yu-1a687b124","https://www.linkedin.com/in/albertocriadom, https://www.linkedin.com/in/arturomartineznavarro, https://www.linkedin.com/in/carla-calvi%C3%B1oromeo, https://www.linkedin.com/in/diego-l%C3%B3pez-ulloa-3302571ba, https://www.linkedin.com/in/enrique-burguillos-6a5a44143"
Carozzi Ventures,https://www.carozzicorp.com/carozzi-ventures/,CVC,Carozzi,Chile,No,,$6M,"Oct, 2024",X,X,X,,$300K,$1M,,,,,,,,,,,X,,,,,X,,,,,
Carrier Ventures,https://www.corporate.carrier.com/our-company/innovation/carrier-ventures/,CVC,Carrier,USA,No,"Jan , 1900",--,"Feb , 2022",,,x,x,,,,,x,,,,,,x,,x,,,,,,,,"electrification, energy management, and HVACR technologies",,
Casdin Capital,https://casdincapital.com/,VC,,USA,Yes,70+,--,--,,x,x,x,,,x,x,x,x,x,x,,,,,,,,x,x,x,,,"Digital Health, Medical Biotech, Industrial Biotech (chemistry, food&ag)",,
Catalio Capital Management,https://www.cataliocapital.com,VC,,USA,No,,$381M,"May , 2022",,x,x,x,,,,,x,,,,,,,,,,,x,x,,,,"Drugs, devices and diagnostics",,
Catapult Ventures,http://www.catapult-ventures.com/,VC,,UK,No,,--,--,,x,x,,£50K,£2M,x,,,,,,,,x,x,x,,,x,,,,,,,
Catapult Ventures,http://catapultventures.vc/,VC,,USA,Yes,10+,$55.4M,"Feb , 2019",,x,x,,,,,,x,x,,,,,x,,x,,,,,,,,,,
Caterpillar Ventures,https://www.caterpillar.com/en/company/innovation/caterpillar-ventures/about-us.html.html,CVC,Caterpillar,USA,No,5+,--,--,,x,x,,$500K,$5M,x,x,x,x,x,x,,,x,,x,x,x,,,,x,,,,
Cathay Innovation,https://cathayinnovation.com,VC,,USA,Yes,,$1B,"Jul, 2022",,x,x,,,,x,x,x,x,x,x,,,,,,,,x,x,,,,,,
Cathay Invest,http://www.cathay.fr/en/our-team/,VC,,France,No,,€500M,"Jun , 2019",,x,x,x,,,x,,x,,China,,,,x,x,x,,,x,,,,x,,,
Cavallo Ventures,https://cavallovc.com/,CVC,Wilbur-Ellis,USA,No,,--,--,,,x,x,,,,,x,,,,,,,,,,,,x,x,x,,,,
Cayuga Ventures,http://cayugaventures.com/our-approach/,VC,,USA,No,5,$38.3M,"Oct , 2019",,x,x,x,,,,,NY,,,,,,x,x,x,,,,,,,,,,
CEIIF,http://www.cev.vc/,VC,,Israel,No,,$50M,"Dec , 2016",,x,x,x,,,,x,x,,,,,,x,,x,,,x,,x,,,Acceleration or exit in China is needed,,
Cemex Ventures,https://www.cemexventures.com,CVC,Cemex,Spain,Yes,10+,,,,x,x,x,,,x,,x,x,,,,,,,,,,,,,,x,Innovative construction,,
Cencora Ventures,https://cencoraventures.cencora.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Illinois Angels,http://www.centralillinoisangels.com/,Angel Group,,USA,No,,--,--,,x,,,,,,,x,,,,,,x,,x,,x,,,,x,,,,
CerraCap Ventures,https://www.cerracap.com/industrialize/,VC,,USA,No,"Jan , 1900",--,--,,x,x,,,,,,x,,,,,,x,,,,,x,,,,,"Enterprise AI, Cybersecurity","https://www.linkedin.com/in/hvsingh1312, https://www.linkedin.com/in/jonsoberg, https://www.linkedin.com/in/mabhijeet, https://www.linkedin.com/in/nikki-arora-9b2b3b1, https://www.linkedin.com/in/rsaurabh, https://www.linkedin.com/in/spsuri, https://www.linkedin.com/in/sylvia-n-kim, https://www.linkedin.com/in/vikas-datt-23a800b",
Cerulean Ventures,https://cerulean.vc/,VC,,USA,No,,$50M,Aug 2025,x,x,x,,50k,250k,,,x,,,,LATAM,,x,,x,x,x,,x,,x,,,,
CGC,http://www.chinagrowthcapital.com/En,VC,,China,No,20+,,,,x,x,x,,,,,x,,China,,,,x,x,,,,x,,,,,,,
Chaac Ventures,http://chaacventures.com/,VC,,USA,No,--,--,--,,x,,,$250K,$1M,,,Princeton,,,,,,x,,,,,,,,,,,,
Chalmers Ventures,http://www.chalmersventures.com/,VC,,Sweden,No,,--,--,x,x,,,,,Sweden,,,,,,,,x,,x,,,x,x,x,x,,,,
Change Ventures,https://www.changeventures.com/,VC,,Estonia,No,,€49M,Feb. 2022,x,x,,,€200K,€1M,Baltics,,,,,,,,x,,x,,,,,,,,,"https://www.linkedin.com/in/aberzins, https://www.linkedin.com/in/artiskehris, https://www.linkedin.com/in/aveli-nurk, https://www.linkedin.com/in/berdigans, https://www.linkedin.com/in/girts, https://www.linkedin.com/in/janiskrums, https://www.linkedin.com/in/jonevait, https://www.linkedin.com/in/kart-siilats, https://www.linkedin.com/in/kartraabis, https://www.linkedin.com/in/mantasmikuckas, https://www.linkedin.com/in/martin-vaivods-9421a455, https://www.linkedin.com/in/meeri-savolainen-b5a85b25, https://www.linkedin.com/in/mikusopelts, https://www.linkedin.com/in/ojasaaryrjo, https://www.linkedin.com/in/raito, https://www.linkedin.com/in/ritasakus, https://www.linkedin.com/in/tim-vaino, https://www.linkedin.com/in/vytaskubilius, https://www.linkedin.com/in/zane-kampa","https://www.linkedin.com/in/aberzins/, https://www.linkedin.com/in/artiskehris/, https://www.linkedin.com/in/aveli-nurk/, https://www.linkedin.com/in/berdigans/, https://www.linkedin.com/in/girts/"
Chartline Capital,http://www.chartline.com/,VC,,USA,No,,--,--,,x,x,x,$1M,$5M,Netherlands,,,,,,,,x,,x,,x,x,,x,,,"Retail, telecom","https://www.linkedin.com/in/ben-dupont-605180, https://www.linkedin.com/in/bridget-egan-albertson-31888a3, https://www.linkedin.com/in/christopher-rios-villalobos, https://www.linkedin.com/in/philstern, https://www.linkedin.com/in/tmcintosh1",
Chattanooga Renaissance Fund,https://chattanoogarenaissancefund.com/,VC,,USA,No,10+,$8M,"Dec , 2013",,x,,,,,,,Chattanooga area,,,,,,x,,x,x,,x,,,,,,https://www.linkedin.com/in/courtneyowatson,
Cherry Ventures,https://www.cherry.vc/,VC,,Germany,No,,€175M,"Jun , 2019",,x,x,,,,x,,,,,,,,x,,x,x,,x,,x,,x,"Consumer, SaaS","https://www.linkedin.com/in/filipdames, https://www.linkedin.com/in/sophiabendz, https://www.linkedin.com/in/christian-meermann, https://www.linkedin.com/in/alexander-langholz-baikousis-905b193a, https://www.linkedin.com/in/katharina-baratta-dragono, https://www.linkedin.com/in/nadja-carina-reischel","https://www.linkedin.com/in/christian-meermann-40955411, https://www.linkedin.com/in/filipdames"
Cherubic Ventures,http://www.cherubic.com/,VC,,China,No,,$89M,"Nov , 2018",,x,x,x,,,,,x,,China,,,x,x,x,x,x,,x,,x,x,x,"Mobile, Hardware, Digital",,
Chevron Tech Ventures,https://www.chevron.com/technology/technology-ventures,CVC,Chevron,USA,No,,$500M,"Apr , 2024",,,x,x,,,,,x,,,,,,x,x,x,x,x,,,,x,,,,
Chipotle Next Venture,https://newsroom.chipotle.com/welcome,CVC,Chipotle Mexican Grill,USA,No,,$100M,Jan 2025,X,X,X,,,,,,X,,,,,,,,X,,,,,X,,,,,
Chiratae Ventures,https://www.chiratae.com/about/#invest,VC,,India,No,,$150M,Sep 2025,,x,x,x,,,,,,,x,,India,x,x,x,x,x,x,x,x,x,x,x,"Fintech, Consumer, media",,
Chord Capital,http://www.chordcapital.co.uk,VC,Sagentia Group,UK,Yes,5+,--,--,,x,x,,£500K,£2M,x,x,x,x,x,x,,,x,x,x,,x,x,x,,,,,,
Chrysalix Venture Capital,https://chrysalix.com/,VC,,Canada,Yes,20+,$100M,"Dec , 2021",,x,x,,$1M,$2M,x,x,x,x,x,x,,,,,x,x,x,,x,x,x,x,"Oil & Gas, Mining & Metals, Construction, Manufacturing",https://www.linkedin.com/in/charlie-haythornthwaite-a4b9b,https://www.linkedin.com/in/charlie-haythornthwaite-a4b9b
Circadia Ventures,http://www.circadiaventures.com/about.asp,VC,,UK,Yes,--,--,--,,x,x,,,,x,,x,,,,,,,,x,,,,x,x,,,Trends impacting the food sector,,
Circular Innovation Fund,https://circularinnovationfund.com,VC,,Canada,No,,€150M,"Apr , 2022",,,,x,,,x,,x,x,x,,,,,,,,x,,,,x,,"Circular economy, recycling, waste solutions, logistics, distribution",,
Circularity Capital,https://circularitycapital.com/,VC,,UK,No,,£60M,"Jan , 2019",,x,x,x,£1M,£5M,x,,,,,,,,x,,x,x,,,,x,x,x,Circular economy,,
Circulate Capital,https://www.circulatecapital.com/,VC,,Singapore,No,"Jan , 1900",$25M,"Jun , 2021",,x,x,x,$1M,$5M,x,x,x,x,x,x,South and Southeast Asia,,,,,x,,,x,x,x,,"Preventing Ocean Plastic, Waste Management and Recycling",,
Cisco Investments,https://www.ciscoinvestments.com/,CVC,Cisco,USA,No,,--,--,,,x,x,,,x,x,x,x,x,x,,,x,x,x,,,,,,,,,,
Citi Ventures,http://ventures.citi.com/,CVC,Citi,USA,No,,--,--,,,x,x,,,x,x,x,,x,,,,x,,,,,,,,,,"Fintech, Consumer",,
City Light Capital,https://citylight.vc/,VC,,USA,No,,$57.4M,"Jan , 2015",,x,x,,,,,,x,,,,,,x,,x,x,,,,x,x,,"Education, Social",,
Civilization Ventures,https://civilizationventures.com/,VC,,USA,Yes,30+,$35M,"Aug , 2020",,x,x,x,,,,,x,,,,,,,,,,,x,x,,,,,"https://www.linkedin.com/in/adrianbjames, https://www.linkedin.com/in/alex-w-7614b25a, https://www.linkedin.com/in/alexyoussef, https://www.linkedin.com/in/aliyahsilver, https://www.linkedin.com/in/allison-banuelos-a2a5b282, https://www.linkedin.com/in/allison-f-363b2099, https://www.linkedin.com/in/amir-abolfathi-a038861, https://www.linkedin.com/in/andrew-r-593066136, https://www.linkedin.com/in/angelicaparente, https://www.linkedin.com/in/aniqa-tasnim-7b4181204, https://www.linkedin.com/in/anjali-ramaswamy-5a16aa25, https://www.linkedin.com/in/betty-ha-phd, https://www.linkedin.com/in/catherine-laspina, https://www.linkedin.com/in/chanseoleemit, https://www.linkedin.com/in/christina-smolke-87a8b3b6, https://www.linkedin.com/in/clarangcummings, https://www.linkedin.com/in/cvduffy, https://www.linkedin.com/in/danielmshapiro, https://www.linkedin.com/in/davemai, https://www.linkedin.com/in/david-anderson-72a219132, https://www.linkedin.com/in/ebrahim-mostafavi-phd-04915952, https://www.linkedin.com/in/eirini-vamva-7595bb50, https://www.linkedin.com/in/eriona-hysolli-36314b203, https://www.linkedin.com/in/gaurav-shah-md-a435baa, https://www.linkedin.com/in/hgoodarzi, https://www.linkedin.com/in/irisklee, https://www.linkedin.com/in/james-dicarlo-md-phd-30b3a914, https://www.linkedin.com/in/jasminbjoseph, https://www.linkedin.com/in/jonathan-l-496669111, https://www.linkedin.com/in/jonathanaustingo, https://www.linkedin.com/in/joseph-k-peng, https://www.linkedin.com/in/justin-donnelly-biotech, https://www.linkedin.com/in/kaseyvrose, https://www.linkedin.com/in/kavya-pathak-5bb53893, https://www.linkedin.com/in/kenziewcarlson, https://www.linkedin.com/in/logan-l-959234108, https://www.linkedin.com/in/luruby, https://www.linkedin.com/in/matt-wheeler-cpa-ca-08536b18, https://www.linkedin.com/in/matteo-guareschi-03b49765, https://www.linkedin.com/in/miroslavgasparek, https://www.linkedin.com/in/mutagene, https://www.linkedin.com/in/nevillesanjana, https://www.linkedin.com/in/paklein, https://www.linkedin.com/in/pauldavidjohnson, https://www.linkedin.com/in/puwanat-sangkhapreecha-16475b118, https://www.linkedin.com/in/reem-abdel-haq, https://www.linkedin.com/in/ruxandra-t-53a20b129, https://www.linkedin.com/in/sam-bakri-30a4863, https://www.linkedin.com/in/santiago-a-838607ab, https://www.linkedin.com/in/sarafan, https://www.linkedin.com/in/sarah-jane-jones, https://www.linkedin.com/in/satnam-alag-487790, https://www.linkedin.com/in/seanpduffy, https://www.linkedin.com/in/shahramseyedinnoor, https://www.linkedin.com/in/shakkedhalperin, https://www.linkedin.com/in/shuhabelhag, https://www.linkedin.com/in/soniamaryamsetayesh, https://www.linkedin.com/in/sonya-iverson, https://www.linkedin.com/in/suppawat-kurt-kongthong-6662661b9, https://www.linkedin.com/in/tami-khazaei-8a39096b, https://www.linkedin.com/in/tendaichisowa, https://www.linkedin.com/in/themasap, https://www.linkedin.com/in/tiffanymchiu, https://www.linkedin.com/in/tom-schoenherr-06858733, https://www.linkedin.com/in/victorsadauskas","https://www.linkedin.com/in/adrianbjames/, https://www.linkedin.com/in/alex-w-7614b25a/, https://www.linkedin.com/in/alexyoussef/, https://www.linkedin.com/in/aliyahsilver/, https://www.linkedin.com/in/allison-banuelos-a2a5b282/"
Claris Ventures,http://www.clarisventures.com,VC,,Italy,Yes,,$30M,"Jul , 2021",,x,x,x,,,x,,,,,,,,,,,,,,x,,,,,,
Clave Capital,https://clave.capital/,VC,,Spain,No,5+,€50M,"Feb, 2023",,x,x,,€500K,€1M,x,,,,,,Spain,,,,,,,x,x,,,,"Healthcare focused fund but invested in energy, x ray cameras etc prior",,
Clay Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay Capital,https://www.claycapital.vc/,VC,,Singapore,No,,$145M,"Nov , 2023",x,x,x,x,$1M,$5M,x,x,x,x,x,x,,,,,,,,,,x,,,,,
Clean Energy Venture Group,https://cevg.com/,VC,,USA,Yes,10+,$108M,"Oct , 2019",,x,x,x,,,,,x,,,,,,,,,x,,,,,,,,,
Clean Energy Ventures,https://cleanenergyventures.com,VC,,USA,Yes,25+,$305M,May 2024,x,x,x,,$500K,$4M,x,,x,,,,,,,,,x,x,,,,x,,,,
Clean Growth Fund,https://www.cleangrowthfund.com,VC,,UK,Yes,"Jan , 1900",£49M,Aug 2025,,x,x,x,,,x,,,,,,"UK, Europe",,,,,x,,,,,x,,,,
Click Ventures,https://www.clickventures.vc/,VC,,Hong Kong,No,,--,--,,x,x,,,,x,x,x,x,x,x,,,x,,,,,,,,,,,,
Climactic VC,https://www.climactic.vc/,VC,,USA,Yes,,,,,x,x,,$50K,$100K,,,x,,,,,x,,,x,x,x,,x,x,x,x,,,
Climate Innovation Fund,https://www.microsoft.com/en-us/corporate-responsibility/sustainability/climate-innovation-fund,CVC,Microsoft,USA,No,"Dec , 1899",$1B,"Jan , 2020",,x,x,x,,,x,x,x,x,x,x,,,x,,,x,x,,,x,x,x,Climate focused only,,
Climate Pledge Fund,https://www.theclimatepledge.com/us/en/about/the-climate-pledge-fund.html,CVC,Amazon,USA,No,5+,$2B,"Jun , 2020",,x,x,x,,,x,x,x,x,x,x,,,x,,,x,x,,,x,x,x,Transition to low-carbon economy,,
Climate.VC,https://www.climate.vc/,VC,,UK,No,,€41M,"Mar , 2022",,x,x,,,,x,,,,,,,,,,,x,,,,x,x,x,"Net-zero, Decarbonisation, Climate Change",,
Clime Capital,https://www.climecap.com/,VC,,Singapore,No,1+,$127M,"Jan, 2024",x,x,,,,,,,,,x,,,,,,,x,,,,,x,x,Greentech fund,,
Climentum Capital,https://www.climentum.com,VC,,Denmark/Germany/Sweden,Yes,--,$150M,"Jul, 2022",,x,x,,€1M,€5M,x,,,,,,,,,,x,x,x,,,x,x,x,,,
ClosedLoop Partners,http://www.closedlooppartners.com/,VC,,USA,No,5+,$50M,"Dec , 2021",x,x,x,,,,x,,x,,,,,,,,x,,x,,,x,x,,Circular Economy,,
Cloudstone Venture Fund,http://www.cloudstonevc.com/#page-top,VC,,USA,No,,--,--,,,,,,,,,x,,,,,,,,,,,x,x,,,,,,
CM Ventures,https://www.cmventure.net,VC,,China,No,10+,,,,x,x,x,,,x,,x,,x,,,,x,,x,x,x,,,,x,,,,
CNB Capital,https://www.cnb.capital/,CVC,Constantia Industries,Austria,No,,--,--,,,x,,,,x,,,,,,,x,x,x,x,x,x,,,,x,x,B2B,,
Coatue,https://www.coatue.com,VC,,USA,No,--,$331M,"Aug , 2023",,x,x,x,,,x,,x,,,,Saudi Arabia,,x,,,x,,x,x,,x,,,"https://www.linkedin.com/in/danrose999, https://www.linkedin.com/in/chasepackard","https://www.linkedin.com/in/danrose999, https://www.linkedin.com/in/chasepackard"
Cocoon Capital,https://cocooncap.com/,VC,,Singapore,No,,$22M,"Jul , 2019",,x,,,,,,,,,SE Asia,,,,x,,,,,,,,,,Enterprise tech & Consumer,"https://www.linkedin.com/in/alexiatok, https://www.linkedin.com/in/alwaysinnovate, https://www.linkedin.com/in/mblakey, https://www.linkedin.com/in/zong-xi-sia-273b75118",
CoFounderZone,https://cofounder.zone/,VC,,Poland,No,,--,--,,x,,,,,x,,,,,,,x,x,,x,,,,,,,x,Consumer,,
COI Partners,https://coi-partners.com/?lang=en,VC,,Switzerland,No,,$121M,"Jul, 2022",,,,x,,,DACH,,,,,,,,,,x,x,x,x,x,x,,,,,
Collab SOS,https://www.collaborativefund.com/,VC,,USA,No,10+,$125M,"Jun, 2024",,,x,x,,,x,x,x,x,x,x,,,,,,x,x,x,x,x,x,x,"sustainable economy across materials, ingredients, energy, and supply chains",,
Columbia Lake Partners,https://clpgrowth.com,VC,,UK,No,,$210M,,,,x,x,€2M,€10M,x,,,,,,,,x,,,,,,,,x,,,,
Comcast ventures,https://comcastventures.com/,CVC,Comcast,USA,No,,$250M,"Jan , 2007",,x,x,x,,,x,x,x,x,x,x,,,x,,x,,,,,x,,x,"Enterprise, Consumer","https://www.linkedin.com/in/acleland, https://www.linkedin.com/in/chang-michelle, https://www.linkedin.com/in/christopher-king-47792911, https://www.linkedin.com/in/conor-cook, https://www.linkedin.com/in/derek-squire-8a97a841, https://www.linkedin.com/in/ericajung027, https://www.linkedin.com/in/goldbergallison, https://www.linkedin.com/in/jenna-doherty-99175613b, https://www.linkedin.com/in/jennakurath, https://www.linkedin.com/in/leeryanz, https://www.linkedin.com/in/marcsilberman, https://www.linkedin.com/in/michaelsshapiro, https://www.linkedin.com/in/wijemadura, https://www.linkedin.com/in/zachary-yamada",
Comet Labs,https://cometlabs.io/team/,VC,,USA,Yes,30+,--,--,x,x,x,,,,,,x,,China,,,,x,,x,,,x,,x,,x,,"https://www.linkedin.com/in/byrnesandrew, https://www.linkedin.com/in/cindy-chen-2a2739b7, https://www.linkedin.com/in/gabriel-alvarado, https://www.linkedin.com/in/jerry-wang-37694a145, https://www.linkedin.com/in/lucas-wang-bd, https://www.linkedin.com/in/marygrahamv, https://www.linkedin.com/in/mingyao-wang-8b281745, https://www.linkedin.com/in/paulakarlovac",
Commercialization Reactor Fund,https://www.commercializationreactor.com/,Accelerator,,Latvia,Yes,20+,€5.4M,"Jul, 2018",x,x,,,€5K,€300K,x,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,"https://www.linkedin.com/in/aadamovitch, https://www.linkedin.com/in/adam-adamovitch, https://www.linkedin.com/in/adamovitch, https://www.linkedin.com/in/darja-aksjonova-b322454a, https://www.linkedin.com/in/ilona-gulchak-66575121, https://www.linkedin.com/in/lapkis, https://www.linkedin.com/in/marija-plotniece",
Compound,https://compound.vc/,VC,,USA,Yes,40+,$50M,Oct. 2016,,x,x,,,,x,,x,,,,,x,x,x,x,x,,x,,x,x,x,,,
Conductive Ventures,http://www.conductive.vc/,VC,,USA,No,"Dec , 1899",$200M,"Apr , 2022",,,x,x,,,,,x,,,,,,x,,,,,,,,,,,,
Conduit Ventures,http://www.conduit-ventures.com/,VC,,USA,No,,--,--,,,x,x,,,x,x,x,x,x,x,,,,,,x,,,,,x,,,"https://www.linkedin.com/in/andy-wei-86452490, https://www.linkedin.com/in/john-butt-82322b, https://www.linkedin.com/in/keithlidgate, https://www.linkedin.com/in/linda-zheng-9549a826",
Congruent Ventures,https://www.congruentvc.com/,VC,,USA,No,20+,$275M,"Nov , 2023",,x,x,x,,,,,x,,,,,,x,,x,x,,,,x,x,x,New climate tech continuity fund for follow ons,https://www.linkedin.com/in/abe-yokell,https://www.linkedin.com/in/abe-yokell
Connect Ventures,http://www.connectventures.co,VC,,UK,No,,€72M,"Jun , 2020",,x,,,$450K,$1.8M,x,,,,,,,,x,x,x,,,,,x,,x,,"https://www.linkedin.com/in/amira-naik, https://www.linkedin.com/in/claire-walker-bb5b90a2, https://www.linkedin.com/in/mark-pettit-449b51134, https://www.linkedin.com/in/pietrobezza, https://www.linkedin.com/in/rorystirling, https://www.linkedin.com/in/rosemary-cipolla, https://www.linkedin.com/in/sai-tatireddy, https://www.linkedin.com/in/sitar","https://www.linkedin.com/in/amira-naik/, https://www.linkedin.com/in/claire-walker-bb5b90a2/, https://www.linkedin.com/in/mark-pettit-449b51134/, https://www.linkedin.com/in/pietrobezza/, https://www.linkedin.com/in/rorystirling/"
Connecticut Innovations,https://ctinnovations.com/,GVC,Connecticut,USA,No,,,,x,x,x,,$150K,$7M,,,Connecticut,,,,,,x,x,x,x,x,x,x,x,x,x,,,
Conor Venture Partners,http://www.conor.vc/,VC,,Finland,No,,€50M,"May, 2010",,,x,x,,,Nordics & Baltics,,,,,,,,x,x,x,,x,,,,,,,,
Conscience Ventures,https://www.conscience.vc,VC,,USA,Yes,,$10M,"Jul, 2022",x,x,,,,$250k,,,x,,,,,,,,,,,x,x,x,,,Intersection of consumer and DT,,
Conscious Venture Lab,http://www.consciousventurelab.com/,Accelerator,,USA,No,"Jan , 1900",,,,x,,,$100K,,,,x,,,,,,x,,x,,,x,,x,x,x,,,
Constellar Ventures,https://www.constellar.vc/,VC,,USA,No,,--,--,,x,x,,,,x,x,x,x,x,x,,,x,,x,,,x,,,,x,,"https://www.linkedin.com/in/junjun-qian-3221b348, https://www.linkedin.com/in/linda-l-8a99371a3, https://www.linkedin.com/in/minglin-onelin, https://www.linkedin.com/in/thejudylee, https://www.linkedin.com/in/ziyi-zhao-09806169",
Constellation Technology Ventures,http://technologyventures.constellation.com/,CVC,Exelon,USA,No,,--,--,,,x,x,$2M,$10M,,,x,,,,,,,,,x,,,,,,,,,
